drug_name,active_ingredient,category
COSMOFER 50 MG/ML ENJEKTABL SOLÜSYON IÇEREN AMPUL,DEMIR III,Diğer / Sınıflandırılamadı
EPILEPTAL XR 750 MG FILM TABLET,Levetirasetam,Diğer / Sınıflandırılamadı
NETROMYCINE ENJEKTABL 150 MG/1.5 ML AMPUL,Netilmisin,Diğer / Sınıflandırılamadı
NETROMYCINE ENJEKTABL 400 MG/2 ML AMPUL,Netilmisin,Diğer / Sınıflandırılamadı
NETROMYCINE ENJEKTABL 50 MG/2 ML AMPUL,Netilmisin,Diğer / Sınıflandırılamadı
TECAR 240MG/10ML İV İNFÜZYON İÇIN ÇÖZELTI İÇEREN AMPUL,TEOFILIN ETILENDIAMIN,Diğer / Sınıflandırılamadı
DUEDOM 30/10MG KAPSÜL,"DEKSLANSOPRAZOL, DOMPERIDON",Mide
MICOSEF 500MG FILM TABLET,METOPROLOL SÜKSINAT,Kalp/Tansiyon
THEOLONG 1200/400MG EFERVESAN TABLET,"ASETILSISTEIN, TEOFILIN",Diğer / Sınıflandırılamadı
THEOLONG 600/200MG EFERVESAN TABLET,"ASETILSISTEIN, TEOFILIN",Diğer / Sınıflandırılamadı
PEN-OS 750 ORAL SÜSPANSİYON,FENOKSİMETİLPENİSİLİN,Diğer / Sınıflandırılamadı
%3 SODYUM KLORÜR SOLÜSYONU,Sodyum klorür,Diğer / Sınıflandırılamadı
%50 DEKSTROZ SUDAKI SOLÜSYONU (CAM ŞIŞEDE),Glukoz,Diğer / Sınıflandırılamadı
DUEDOM 60/10MG KAPSÜL,"DEKSLANSOPRAZOL, DOMPERIDON",Mide
LOTRIMIN SPREY,MIKONAZOL NITRAT,Diğer / Sınıflandırılamadı
MITAZEN 6MG/2ML I.V. İNFÜZYON İÇIN KONSANTRE ÇÖZELTI İÇEREN AMPUL,MIRTAZAPIN,Diğer / Sınıflandırılamadı
NAVOBAN 5 MG/5 ML AMPUL,TROPISETRON HIDROKLORÜR,Diğer / Sınıflandırılamadı
PEN-OS 400 ORAL SÜSPANSIYON,Fenoksimetilpenisilin benzatin,Diğer / Sınıflandırılamadı
ATACAND PLUS 32 MG/25MG TABLET,"KANDESARTAN SILEKSETIL, HIDROKLOROTIYAZID",Kalp/Tansiyon
FLEXIMAT %5 JEL,ETOFENAMAT,Diğer / Sınıflandırılamadı
PHOS-EX 250 TABLET,KALSIYUM ASETAT,Diğer / Sınıflandırılamadı
SERED 100MG FILM TABLET,Sertralin HCl,Diğer / Sınıflandırılamadı
SERED 50MG FILM TABLET,Sertralin HCl,Diğer / Sınıflandırılamadı
SEROZIL 500 MG TABLET,SEFPROZİL,Diğer / Sınıflandırılamadı
FLUBIMAK 100 MG FILM KAPLI TABLET,FLURBIPROFEN,Diğer / Sınıflandırılamadı
İPRASAL NEBÜLIZASYON IÇIN TEK DOZLUK İNHALASYON ÇÖZELTISI IÇEREN FLAKON,İpratropium bromür+salbutamol,Solunum
OSHINE 12MG/25MG KAPSÜL,OLANZAPIN+FLUOKSETIN HCL,Diğer / Sınıflandırılamadı
OSHINE 12MG/50MG KAPSÜL,OLANZAPIN+FLUOKSETIN HCL,Diğer / Sınıflandırılamadı
OSHINE 3MG/25MG KAPSÜL,OLANZAPIN+FLUOKSETIN HCL,Diğer / Sınıflandırılamadı
FORMOLIS 9MCG İNHALASYON İÇIN TOZ İÇEREN BLISTER,FORMOTEROL FUMARAT DIHIDRAT,Solunum
DUOTRAV STERIL OFTALMIK ÇÖZELTI,"TRAVOPROST,TIMOLOL",Diğer / Sınıflandırılamadı
PAVULON 4 MG/2 ML IV AMPUL,Panküronyum bromür,Diğer / Sınıflandırılamadı
PURSENNID DRAJE,Senna ekstresi kalsiyum tuzu,Diğer / Sınıflandırılamadı
ZINCO-KAŞIK 15MG/5ML ŞURUP,ÇINKO,Diğer / Sınıflandırılamadı
%5 DEKSTROZ %0.45 SODYUM KLORÜR SOLÜSYONU (CAM),"DEKSTROZ MONOHIDRAT, SODYUM KLORÜR",Diğer / Sınıflandırılamadı
%5 DEKSTROZ %0.45 SODYUM KLORÜR SOLÜSYONU (MEDIFLEKS),"DEKSTROZ MONOHIDRAT, SODYUM KLORÜR",Diğer / Sınıflandırılamadı
BRICANYL DURULES 5 MG KONTROLLÜ SALINMLI TABLET,Terbütalin sülfat,Diğer / Sınıflandırılamadı
BRICANYL TURBUHALER TOZ INHALATÖR 0.5 MG/DOZ,TERBÜTALIN SÜLFAT,Diğer / Sınıflandırılamadı
BONMEGA 70MG/2800 IU+1000MG TEDAVI PAKETI,"ALENDRONAT, VITAMIN D3",Diğer / Sınıflandırılamadı
DUEPIO 15/500MG EFERVESAN TABLET,PIOGLITAZON HIDROKLORÜR VE METFORMIN HIDROKLORÜR,Diğer / Sınıflandırılamadı
PRENORM MR 15/850 MG FILM KAPLI TABLET,PIOGLITAZON/METFORMIN,Diğer / Sınıflandırılamadı
PRENORM MR 15/500 MG FILM KAPLI TABLET,PIOGLITAZON/METFORMIN,Diğer / Sınıflandırılamadı
DUEPIO 15/850MG EFERVESAN TABLET,PIOGLITAZON HIDROKLORÜR VE METFORMIN HIDROKLORÜR,Diğer / Sınıflandırılamadı
ENCEF 125MG/5ML ORAL SÜSPANSIYON HAZIRLAMAK İÇIN KURU TOZ,SEFDİNİR,Diğer / Sınıflandırılamadı
ENCEF 250MG/5ML ORAL SÜSPANSIYON HAZIRLAMAK İÇIN KURU TOZ,SEFDİNİR,Diğer / Sınıflandırılamadı
MERIONAL 150 IU IM/SC ENJEKSIYON IÇIN LIYOFILIZE TOZ IÇEREN FLAKON,MENOTROPIN,Diğer / Sınıflandırılamadı
MERIONAL 75 IU IM/SC ENJEKSIYON IÇIN LIYOFILIZE TOZ IÇEREN FLAKON,MENOTROPIN,Diğer / Sınıflandırılamadı
OSHINE 6MG/25MG KAPSÜL,OLANZAPIN+FLUOKSETIN HCL,Diğer / Sınıflandırılamadı
OSHINE 6MG/50MG KAPSÜL,OLANZAPIN+FLUOKSETIN HCL,Diğer / Sınıflandırılamadı
CAFERGOT TABLET,"Ergotamin tartarat, kafein",Diğer / Sınıflandırılamadı
EPIDOSIN 10 MG DRAJE,VALETAMAT BROMÜR,Diğer / Sınıflandırılamadı
EPIDOSIN 8 MG AMPUL,VALETAMAT BROMÜR,Diğer / Sınıflandırılamadı
EPIDOSIN COMPOSITUM DRAJE,VALETAMAT BROMÜR,Diğer / Sınıflandırılamadı
EPIMOL 8MG/ML İM/İV ENJEKSIYONLUK ÇÖZELTI İÇEREN AMPUL,VALETAMAT BROMÜR,Diğer / Sınıflandırılamadı
METHOTREXAT ?EBEWE? 2.5 MG TABLET,METOTREKSAT,Diğer / Sınıflandırılamadı
MILOZ 15MG/3ML IV/IM ÇÖZELTI İÇEREN AMPUL,MIDAZOLAM,Diğer / Sınıflandırılamadı
FLUCAN 150MG KAPSÜL (1 KAPSÜL IÇIN),FLUKONAZOL,Diğer / Sınıflandırılamadı
PREDNISOLON AMPUL,PREDNISOLON,Diğer / Sınıflandırılamadı
TRH-FERRING 0.2 MG/ML ENJEKSIYONLUK ÇÖZELTI IÇEREN AMPUL,PROTIRELIN (TIROTROPIN SERBESTLEŞTIRICI HORMON),Diğer / Sınıflandırılamadı
ETOPEX 100MG/5ML IV İNFÜZYON İÇIN ÇÖZELTI İÇEREN FLAKON,ETOPOSİD,Diğer / Sınıflandırılamadı
NEVOTEK 500MG/100ML İ.V. İNFÜZYON İÇIN ÇÖZELTI İÇEREN FLAKON,LEVOFLOKSASIN,Diğer / Sınıflandırılamadı
PANTOVESTA 20MG ENTERIK KAPLI TABLET,Pantoprazol sodyum seskihidrat,Mide
"TERMINATE PLUS 40/12,5 MG FILM TABLET",Olmesartan medoksomil+hidroklorotiyazid,Diğer / Sınıflandırılamadı
TERMINATE PLUS 40/25 MG FILM TABLET,Olmesartan medoksomil+hidroklorotiyazid,Diğer / Sınıflandırılamadı
PIOFOX 15 MG TABLET,PIOGLITAZON HCL,Diğer / Sınıflandırılamadı
PIOFOX 45 MG TABLET,PIOGLITAZON HCL,Diğer / Sınıflandırılamadı
DIALIC 15 MG EFFERVESAN TABLET,PIOGLITAZON,Diğer / Sınıflandırılamadı
DIALIC 30 MG EFFERVESAN TABLET,PIOGLITAZON,Diğer / Sınıflandırılamadı
DIALIC 45 MG EFFERVESAN TABLET,PIOGLITAZON,Diğer / Sınıflandırılamadı
DOLPHIN 500 MG TABLET,DIFLUNISAL,Diğer / Sınıflandırılamadı
FEROMIS 18/12MCG İNHALASYON İÇIN TOZ İÇEREN KAPSÜL,"TIOTROPIUM BROMÜR ANHIDRUS, FORMOTEROL FUMARAT DIHIDRAT",Solunum
FEROMIS 9/12MCG İNHALASYON İÇIN TOZ İÇEREN KAPSÜL,"TIOTROPIUM BROMÜR ANHIDRUS, FORMOTEROL FUMARAT DIHIDRAT",Solunum
NOVALGIN 2.5G/5ML IM/IV AMPUL,METAMIZOL SODYUM,Diğer / Sınıflandırılamadı
TELFAST 120 MG FILM TABLET,Feksofenadin HCl,Diğer / Sınıflandırılamadı
TELFAST 180 MG FILM TABLET,Feksofenadin HCl,Diğer / Sınıflandırılamadı
TICLID 250 MG FILM KAPLI TABLET,TIKLOPIDIN HCL,Diğer / Sınıflandırılamadı
LACOMBI 30/10MG KAPSÜL,"LANSOPRAZOL PELLET, DOMPERIDON MALEAT",Mide
PANTOVESTA 40MG ENTERIK KAPLI TABLET,Pantoprazol sodyum seskihidrat,Mide
PİCOCAP 2.5 MG YUMUŞAK KAPSÜL,SODYUM PIKOSÜLFAT,Diğer / Sınıflandırılamadı
PIXART 15 MG TABLET,PIOGLITAZON HCL,Diğer / Sınıflandırılamadı
PIXART 30 MG TABLET,PIOGLITAZON HCL,Diğer / Sınıflandırılamadı
PIXART 45 MG TABLET,PIOGLITAZON HCL,Diğer / Sınıflandırılamadı
PRENT FILM KAPLI TABLET,ASEBUTOLOL,Diğer / Sınıflandırılamadı
CORVIX 2.5 MG TABLET,RAMIPRIL,Diğer / Sınıflandırılamadı
CORVIX 5 MG TABLET,RAMIPRIL,Diğer / Sınıflandırılamadı
DYNABAC 250MG ENTERIK KAPLI TABLET,DIRITROMISIN,Diğer / Sınıflandırılamadı
ETHYLEX 50 MG FILM TABLET,NALTREKSON HIDROKLORÜR,Diğer / Sınıflandırılamadı
EX-LOVIR %1 KREM,PENSIKLOVIR,Diğer / Sınıflandırılamadı
KANSILAK LAVMAN,"SORBITOL, GLISERIN",Diğer / Sınıflandırılamadı
CORVIX 10 MG TABLET,RAMIPRIL,Diğer / Sınıflandırılamadı
MECORLONG 100MG KONTROLLÜ SALIMLI FILM TABLET,METOPROLOL SÜKSINAT,Kalp/Tansiyon
MECORLONG 25MG KONTROLLÜ SALIMLI FILM TABLET,METOPROLOL SÜKSINAT,Kalp/Tansiyon
MECORLONG 50MG KONTROLLÜ SALIMLI FILM TABLET,METOPROLOL SÜKSINAT,Kalp/Tansiyon
CONTRATHION %2 FLAKON,PRALIDOKSIM METILSÜLFAT,Diğer / Sınıflandırılamadı
DORMICUM 15MG/3ML I.V./I.M. ÇÖZELTI IÇEREN AMPUL,MIDAZOLAM,Diğer / Sınıflandırılamadı
DORMICUM 50MG/10ML I.V. ÇÖZELTI IÇEREN AMPUL,MIDAZOLAM,Diğer / Sınıflandırılamadı
DORMICUM 5MG/5ML I.M./I.V./REKTAL ÇÖZELTI IÇEREN AMPUL,MIDAZOLAM,Diğer / Sınıflandırılamadı
SUFENTA 0.005 MG/10 ML AMPUL,Sufentanil sitrat,Diğer / Sınıflandırılamadı
SUFENTA 0.005 MG/2 ML AMPUL,Sufentanil sitrat,Diğer / Sınıflandırılamadı
ZINCO 220 KAPSÜL,ÇINKO SÜLFAT,Diğer / Sınıflandırılamadı
ZOMIG RAPILMENT 2.5MG TABLET,ZOLMITRIPTAN,Diğer / Sınıflandırılamadı
GLIFOR SR 1000MG UZATILMIŞ SALIMLI TABLET,METFORMIN HIDROKLORÜR DC GRANÜL,Diğer / Sınıflandırılamadı
MOLCEF PLUS 400/125MG FILM KAPLI TABLET,POTASYUM KLAVULANAT,Diğer / Sınıflandırılamadı
PREPLUS B12 150/1MG EFERVESAN TABLET,"PREGABALIN, B12 VITAMINI",Diğer / Sınıflandırılamadı
DIAPRES 120 MG FILM TABLET,NATEGLINID,Diğer / Sınıflandırılamadı
DIAPRES 180 MG FILM TABLET,NATEGLINID,Diğer / Sınıflandırılamadı
DIAPRES 60 MG FILM TABLET,NATEGLINID,Diğer / Sınıflandırılamadı
RIMA-FIX 10 MG TABLET,ARIPIPRAZOL,Diğer / Sınıflandırılamadı
RIMA-FIX 15 MG TABLET,ARIPIPRAZOL,Diğer / Sınıflandırılamadı
RIMA-FIX 30 MG TABLET,ARIPIPRAZOL,Diğer / Sınıflandırılamadı
NETROLEX 500MG/5ML KONSANTRE İNFÜZYON ÇÖZELTISI İÇEREN FLAKON,Levetirasetam,Diğer / Sınıflandırılamadı
OTILIKS 40MG FILM KAPLI TABLET,OTILONYUM BROMÜR,Diğer / Sınıflandırılamadı
DIATIME 60 MG MR TABLET,GLIKLAZID,Diğer / Sınıflandırılamadı
ZORONIC 4MG/5ML IV İNFÜZYON İÇIN KONSANTRE ÇÖZELTI İÇEREN FLAKON,ZOLEDRONIK ASIT MONOHIDRAT,Diğer / Sınıflandırılamadı
GE-ORAL REHIDRATASYON TOZU,GLUKOZ SUSUZ+ SODYUM KLORÜR+ TRISODYUM SITRAT DI HIDRAT+ POTASYUM KLORÜR,Diğer / Sınıflandırılamadı
IOPAMIRO 300 SOLÜSYON,İOPAMIDOL,Diğer / Sınıflandırılamadı
IOPAMIRO 370 SOLÜSYON,İOPAMIDOL,Diğer / Sınıflandırılamadı
MIKODERM POMAD,TOLNAFTAT,Diğer / Sınıflandırılamadı
PUREGON 100 IU ENJEKSIYONLUK SOLÜSYON IÇEREN FLAKON,Rekombinant folikül stimülan hormon (FSH),Diğer / Sınıflandırılamadı
PUREGON 150 IU ENJEKSIYONLUK SOLÜSYON IÇEREN FLAKON,Rekombinant folikül stimülan hormon (FSH),Diğer / Sınıflandırılamadı
PUREGON 50 IU ENJEKSIYONLUK SOLÜSYON IÇEREN FLAKON,Rekombinant folikül stimülan hormon (FSH),Diğer / Sınıflandırılamadı
H-VAC ERIŞKIN 1 ML IM ENJEKSIYON İÇIN SÜSPANSIYON İÇEREN AMPUL,HEPATIT B YÜZEY ANTIJENI,Diğer / Sınıflandırılamadı
LASIX TABLET 500MG,Furosemid,Diğer / Sınıflandırılamadı
H-VAC PEDIYATRIK 0.5 ML IM ENJEKSIYON İÇIN SÜSPANSIYON İÇEREN AMPUL,HEPATIT B YÜZEY ANTIJENI,Diğer / Sınıflandırılamadı
"1/3 İZODEKS (%3.33 DEKSTROZ %0,3 NACL SOLÜSYONU) (CAM)","NACL, DEKSTROZ MONOHIDRAT",Diğer / Sınıflandırılamadı
"1/3 İZODEKS (%3.33 DEKSTROZ %0,3 NACL SOLÜSYONU) (MEDIFLEKS)","NACL, DEKSTROZ MONOHIDRAT",Diğer / Sınıflandırılamadı
TERAUMON 2 MG TABLET,TERAZOSIN,Diğer / Sınıflandırılamadı
ALFASILIN 1000 MG TABLET,AMPISILIN TRIHIDRAT,Diğer / Sınıflandırılamadı
ALFOXIL 125 MG ORAL SÜSPANSIYON IÇIN KURU TOZ,AMOKSISILIN,Diğer / Sınıflandırılamadı
ALFOXIL FORTE 250 MG ORAL SÜSPANSIYON IÇIN KURU TOZ,AMOKSISILIN,Diğer / Sınıflandırılamadı
DEKSTROZ %20 SUDAKI SOLÜSYONU (MEDIFLEKS TORBADA),DEKSTROZ,Diğer / Sınıflandırılamadı
FLUIBRON TABLET,AMBROKSOL HCL,Diğer / Sınıflandırılamadı
"FORMOLIS 4,5MCG İNHALASYON İÇIN TOZ İÇEREN BLISTER",FORMOTEROL FUMARAT DIHIDRAT,Solunum
ETIPIN 100 MG FILM KAPLI TABLET,KETIAPIN FUMARAT,Diğer / Sınıflandırılamadı
ETIPIN 150 MG FILM KAPLI TABLET,KETIAPIN FUMARAT,Diğer / Sınıflandırılamadı
ETIPIN 200 MG FILM KAPLI TABLET,KETIAPIN FUMARAT,Diğer / Sınıflandırılamadı
TEXEF 40MG/5ML ORAL SÜSPANSIYON HAZIRLAMAK İÇIN KURU TOZ KULLANMA TALIMATI,SEFPODOKSIM PROKSETIL,Diğer / Sınıflandırılamadı
BELOC DURULES 200 MG KONTROLLÜ SALIMLI TABLET,METOPROLOL,Kalp/Tansiyon
THIOCTACID T DIREK ENJEKSIYONLUK ÇÖZELTI İÇEREN FLAKON,ALFA LIPOIK ASIT TROMETAMOL,Diğer / Sınıflandırılamadı
NOVIROS 10/20MG FILM KAPLI TABLET,EZETIMIB + ROSUVASTATIN,Diğer / Sınıflandırılamadı
NOVIROS 10/40MG FILM KAPLI TABLET,EZETIMIB + ROSUVASTATIN,Diğer / Sınıflandırılamadı
NOVIROS 10MG/10MG FILM TABLET,EZETIMIB+ROSUVASTATIN KALSIYUM,Diğer / Sınıflandırılamadı
NOVIROS 10MG/5MG FILM TABLET,EZETIMIB+ROSUVASTATIN KALSIYUM,Diğer / Sınıflandırılamadı
FOSFONE 3 G ORAL ÇÖZELTI İÇIN GRANÜL İÇEREN SAŞE,FOSFOMISIN TROMETAMOL,Diğer / Sınıflandırılamadı
METOPLON 10 MG/2 ML IM/IV ENJEKSIYONLUK ÇÖZELTI İÇEREN AMPUL,METOKLOPRAMID HCL,Diğer / Sınıflandırılamadı
MIKONAFIN %1 DERMAL SPREY,TERBINAFIN HCL,Diğer / Sınıflandırılamadı
ATACAND 4 MG TABLET,KANDESARTAN SILEKSETIL,Kalp/Tansiyon
OSMEGA 600 MG/400 IU/25MG EFERVESAN TABLET,"KALSIYUM KARBONAT, VITAMIN D3, GENISTEIN",Diğer / Sınıflandırılamadı
UROCIT-K 5 MEQ KONTROLLÜ SALIM TABLET,POTASYUM SITRAT,Diğer / Sınıflandırılamadı
%30 DEKTROZ SUDAKI SOLÜSYONU (CAM ŞIŞEDE),DEKSTROZ,Diğer / Sınıflandırılamadı
%30 DEKTROZ SUDAKI SOLÜSYONU (MEDIFLEKS TORBA),DEKSTROZ,Diğer / Sınıflandırılamadı
FIXREM 10MG FILM KAPLI TABLET,MEMANTIN HIDROKLORÜR,Diğer / Sınıflandırılamadı
FIXREM 20MG FILM KAPLI TABLET,MEMANTIN HIDROKLORÜR,Diğer / Sınıflandırılamadı
TANTUM DRAJE,BENZIDAMIN HCL,Diğer / Sınıflandırılamadı
TANTUM VERDE SPRAY-KT,BENZIDAMIN HCL,Diğer / Sınıflandırılamadı
VITA?B 250/250/1 MG ENTERIK KAPLI TABLET KT,"B 1, B 6, B 12 VITAMINLERI",Diğer / Sınıflandırılamadı
STRONAS 2G EFERVESAN TABLET,STRONSIYUM RANELAT,Diğer / Sınıflandırılamadı
EZETEC 10 MG TABLET,EZETIMIB,Diğer / Sınıflandırılamadı
LODOZ 2.5MG/6.25MG FILM TABLET,"BISOPROLOL HEMIFUMARAT, HIDROKLOROTIYAZID",Diğer / Sınıflandırılamadı
DEKSTROZ %5 İZOTONIK SODYUM KLORÜR SOLÜSYONU (MEDIFLEX TORBADA),"DEKSTROZ MONOHIDRAT (%5), SODYUM KLORÜR (%0.9)",Diğer / Sınıflandırılamadı
DEMAX20MGFILMTABLET,MEMANTINHCL,Diğer / Sınıflandırılamadı
TETRADOX 100 MG KAPSÜL,DOKSISIKLIN HIKLAT,Diğer / Sınıflandırılamadı
NONAFACT 1000 IU/ 10 ML KT,FAKTÖR IX,Diğer / Sınıflandırılamadı
ZETIA 10 MG TABLET,EZETIMIB,Diğer / Sınıflandırılamadı
RALIEN 60MG FILM KAPLI TABLET,RALOKSIFEN HCL,Diğer / Sınıflandırılamadı
RIPLIDON 1 MG FILM TABLET,RISPERIDON,Diğer / Sınıflandırılamadı
RIPLIDON 1MG/ML ORAL ÇÖZELTI,RISPERIDON,Diğer / Sınıflandırılamadı
RIPLIDON 2 MG FILM TABLET,RISPERIDON,Diğer / Sınıflandırılamadı
RIPLIDON 4 MG FILM TABLET-KT,RISPERIDON,Diğer / Sınıflandırılamadı
TOFRANIL 10MG DRAJE,İMIPRAMIN HIDROKLORÜR,Diğer / Sınıflandırılamadı
AMINOCARDOL 0.24/10 CC AMPUL,TEOFILIN ETILENDIAMIN (AMINOFILIN),Diğer / Sınıflandırılamadı
AMINOCARDOL 100 MG TABLET,TEOFILIN ETILENDIAMIN (AMINOFILIN),Diğer / Sınıflandırılamadı
ANTI-FOSFAT CC 500MG FILM KAPLI TABLET,KALSIYUM KARBONAT,Diğer / Sınıflandırılamadı
ARİNNA 20 MG ENTERİK KAPLI TABLET,PANTOPRAZOL SODYUM SESKIHIDRAT,Mide
CEFAMEZIN 250M G IM/IV ENJEKTABL TOZ İÇEREN FLAKON,"SEFAZOLIN SODYUM, LIDOKAIN HIDROKLORÜR",Diğer / Sınıflandırılamadı
CEFAMEZIN 250M G IM/IV ENJEKTABL TOZ İÇEREN FLAKON,SEFAZOLIN SODYUM,Diğer / Sınıflandırılamadı
EXODERIL %1 SPREY,NAFTIFIN HIDROKLORÜR,Diğer / Sınıflandırılamadı
MEDIAVEN 10 MG TABLET,NAFTAZON,Diğer / Sınıflandırılamadı
MEDIAVEN FORT 30 MG TABLET,NAFTAZON,Diğer / Sınıflandırılamadı
"NORODOL DEKANOAT 50 MG/ML I.M. ENJEKSIYON IÇIN ÇÖZELTI, 1 ML",HALOPERIDOL DEKANOAT,Diğer / Sınıflandırılamadı
"NORODOL DEKANOAT 50 MG/ML I.M. ENJEKSIYON IÇIN ÇÖZELTI, 3 ML",HALOPERIDOL DEKANOAT,Diğer / Sınıflandırılamadı
PODOFILM TOPIKAL SOLÜSYON %25,PODOFILIN REÇINESI,Diğer / Sınıflandırılamadı
DIPROKLENAT ENJEKTABL SÜSPANSIYON İÇEREN AMPÜL,BETAMETAZON SODYUMFOSFAT + BETAMETAZON DIPROPIYONAT,Diğer / Sınıflandırılamadı
RETOREX 245 MG FILM TABLET,TENOFOVIR DISOPROKSIL FUMARAT,Diğer / Sınıflandırılamadı
CANTHACUR PS TOPIKAL SOLÜSYON,"KANTARIDIN, SALISILIK ASIT, PODOFILLIN",Diğer / Sınıflandırılamadı
CANTHACUR TOPIKAL SOLÜSYON,KANTARIDIN,Diğer / Sınıflandırılamadı
"FORMOTEROL FUMARAT, BUDESONID","FORMOTEROL FUMARAT, BUDESONID",Solunum
CYTOTEC 200 MCG TABLET,MISOPROSTOL,Diğer / Sınıflandırılamadı
GILENYA 0.5 MG KAPSÜL,FINGOLIMOD HCL,Diğer / Sınıflandırılamadı
LOCOID LIPOKREM-KT,HIDROKORTIZON-17-BUTIRAT,Diğer / Sınıflandırılamadı
LOCOID MERHEM,HIDROKORTIZON-17-BUTIRAT,Diğer / Sınıflandırılamadı
LUDIOMIL 25 MG FILM KAPLI TABLET,MAPROTILIN HIDROKLORÜR,Diğer / Sınıflandırılamadı
TALOTREN 200 MG KAPSÜL,TEOFILIN,Diğer / Sınıflandırılamadı
TALOTREN 350 MG KAPSÜL,TEOFILIN,Diğer / Sınıflandırılamadı
CEFLONG 180MG EFERVESAN TABLET,SEFTIBUTIN,Diğer / Sınıflandırılamadı
CEFLONG 200MG EFERVESAN TABLET,SEFTIBUTIN,Diğer / Sınıflandırılamadı
CEFLONG 90MG EFERVESAN TABLET,SEFTIBUTIN,Diğer / Sınıflandırılamadı
NOTUSS FORT ŞURUP,BUTAMIRAT SITRAT,Diğer / Sınıflandırılamadı
VASOSERC 24MG AĞIZDA ERIYEN TABLET,BETAHISTIN DIHIDROKLORÜR,Diğer / Sınıflandırılamadı
VASOSERC 8MG AĞIZDA ERIYEN TABLET,BETAHISTIN DIHIDROKLORÜR,Diğer / Sınıflandırılamadı
5-FLUOROURACIL 1000 MG/20 ML ENJEKTABL ÇÖZELTI IÇEREN FLAKON,5-FLUOROURACIL,Diğer / Sınıflandırılamadı
5-FLUOROURACIL 500 MG/10 ML ENJEKTABL ÇÖZELTI IÇEREN FLAKON,5-FLUOROURACIL,Diğer / Sınıflandırılamadı
GLIFOR SR 500MG UZATILMIŞ SALIMLI TABLET,METFORMIN HIDROKLORÜR DC GRANÜL,Diğer / Sınıflandırılamadı
NIZORAL 200MG TABLET,KETOKONAZOL,Diğer / Sınıflandırılamadı
NIZORAL 400MG OVÜL,KETOKONAZOL,Diğer / Sınıflandırılamadı
SEFDOTIN 400MG FILM TABLET,SEFDITOREN PIVOKSIL,Diğer / Sınıflandırılamadı
BENZALIN TOPIKAL JEL,"KLINDAMISIN, BENZOIL PEROKSIT",Diğer / Sınıflandırılamadı
ESTRADERM TTS 25,ESTRADIOL,Diğer / Sınıflandırılamadı
LOSEC 40MG ENJEKTABL FLAKON,OMEPRAZOL SODYUM,Mide
"EXEVIS 1,5MG EFERVESAN TABLET",RIVASTIGMIN HIDROJEN TARTARAT,Diğer / Sınıflandırılamadı
RESECTISOL ÜROLOJIK İRIGASYON %5 MANNITOL SOLÜSYONU,MANNITOL,Diğer / Sınıflandırılamadı
PROSOL 10MG AĞIZDA DAĞILAN TABLET,ARIPIPRAZOL,Diğer / Sınıflandırılamadı
SEFDOTIN 200 MG FILM TABLET,SEFDITOREN PIVOKSIL,Diğer / Sınıflandırılamadı
SYDONE 60 MG FILM TABLET,ZIPRASIDON HIDROKLORÜR MONOHIDRAT,Diğer / Sınıflandırılamadı
XEMOL 20 MG/1ML IM/IV/SC ENJEKSİYONLUK ÇÖZELTİ İÇEREN AMPUL,HIYOSIN-N-BUTILBROMÜR,Diğer / Sınıflandırılamadı
DUODIA 80 MG/500 MG TABLET,"GLIKLAZID, METFORMIN HIDROKLORÜR",Diğer / Sınıflandırılamadı
DİAWAY 30 MG MR TABLET,GLIKLAZID,Diğer / Sınıflandırılamadı
%5 DEKTROZ SUDAKI SOLÜSYONU (CAM),DEKSTROZ MONOHIDRAT,Diğer / Sınıflandırılamadı
%5 DEKTROZ SUDAKI SOLÜSYONU (MEDIFLEKS),DEKSTROZ MONOHIDRAT,Diğer / Sınıflandırılamadı
DEMAXYN 10 MG FILM TABLET,MEMANTIN HIDROKLORÜR,Diğer / Sınıflandırılamadı
DEMAXYN 10 MG/G ORAL DAMLA,MEMANTIN HIDROKLORÜR,Diğer / Sınıflandırılamadı
DUOLANS 15 /10 MG KAPSÜL,"LANSOPRAZOL , DOMPERIDON MALEAT",Mide
FİXREM 15 MG FILM TABLET,MEMANTIN HIDROKLORÜR,Diğer / Sınıflandırılamadı
FİXREM 5 MG FILM TABLET,MEMANTIN HIDROKLORÜR,Diğer / Sınıflandırılamadı
GLIMETON 500MG/5ML ORAL ÇÖZELTI,METFORMIN,Diğer / Sınıflandırılamadı
NATMET 120MG-850MG TEDAVI PAKETI,"NATEGLINID, METFORMIN",Diğer / Sınıflandırılamadı
NEOFLEKS %20 MANNITOL SUDAKI ÇÖZELTISI,MANNITOL,Diğer / Sınıflandırılamadı
ZERONAT 3G SAŞE,FOSFOMISIN TROMETAMOL,Diğer / Sınıflandırılamadı
FLOVESTA 250 MG FILM TABLET,LEVOFLOKSASIN HEMIHIDRAT,Diğer / Sınıflandırılamadı
FLOVESTA 500 MG FILM TABLET,LEVOFLOKSASIN HEMIHIDRAT,Diğer / Sınıflandırılamadı
ACEPER 2MG TABLET,PERINDOPRIL TERT-BUTILAMIN,Diğer / Sınıflandırılamadı
ACEPER 4MG TABLET,PERINDOPRIL TERT-BUTILAMIN,Diğer / Sınıflandırılamadı
ACEPER 8MG TABLET,PERINDOPRIL TERT-BUTILAMIN,Diğer / Sınıflandırılamadı
